Project Name,Project Link,Parent Category,Category Name,Location,Currency,Goal Amount,Pledged Amount,Percent Funded,Duration,Days Left,Description Length,Risk Desc Count,Is Project We Love,Image Count,Video Count,Success
PLAY YOUR PRIDE: a ludic manner to help LGBTQQIA+ movement,https://www.kickstarter.com/projects/just99/play-your-pride-a-ludic-manner-to-help-lgbtqqia-movement?ref=discovery_ending_soon,Games,Playing Cards,Italy,EUR,200.0,103.0,51,15,56,99,267,0,10,0,0
The Whiz Kids from D.A.R.P.A.,https://www.kickstarter.com/projects/ramongil/the-whiz-kids-from-darpa?ref=discovery_ending_soon,Comics,Graphic Novels,USA,USD,1500.0,2655.0,177,21,56,39,190,0,13,1,1
Canadian Weasel: Universal Jacket Straps,https://www.kickstarter.com/projects/canadianweasel/canadian-weasel-universal-jacket-straps?ref=discovery_ending_soon,Design,Product Design,Canada,CAD,4500.0,4720.29,104,40,55,31,627,0,38,1,1
Heck Ghosts,https://www.kickstarter.com/projects/thatevilone/heck-ghosts?ref=discovery_ending_soon,Games,Tabletop Games,Canada,CAD,2000.0,49173.29,2458,21,57,64,458,0,40,1,1
Gemini Man: The Complete Series,https://www.kickstarter.com/projects/jdcowan/gemini-man-the-complete-series?ref=discovery_ending_soon,Publishing,Fiction,Canada,CAD,700.0,1576.29,225,30,57,61,537,0,17,0,1
A.D.G: first full length album and reunion of our band!,https://www.kickstarter.com/projects/anotherdayofglory/adg-first-full-length-album-and-reunion-of-our-band?ref=discovery_ending_soon,Music,Punk,USA,USD,5000.0,257.0,5,60,57,130,1457,0,19,3,0
The Art of Arthur Adams,https://www.kickstarter.com/projects/fleskpublications/the-art-of-arthur-adams?ref=discovery_ending_soon,Publishing,Art Books,USA,USD,30000.0,397238.0,1324,30,41,67,1430,1,45,1,1
Lost In Love,https://www.kickstarter.com/projects/tmproductions/lost-in-love-1?ref=discovery_ending_soon,Film & Video,Drama,USA,USD,3000.0,1.0,0,20,41,22,193,0,8,0,0
Animated Series of Explorers,https://www.kickstarter.com/projects/miolhr/animated-series-of-explorers?ref=discovery_ending_soon,Film & Video,Animation,USA,USD,13000.0,21.0,0,30,41,13,1252,0,28,1,0
P1GG13s,https://www.kickstarter.com/projects/femmefilms/p1gg13s?ref=discovery_ending_soon,Film & Video,Horror,USA,USD,5000.0,476.0,9,18,42,35,226,0,7,1,0
"Pumpstock Music Festival // June 3, 2023 // Bailey Park",https://www.kickstarter.com/projects/324857047/pumpstock-music-festival-june-3-2023-bailey-park?ref=discovery_ending_soon,Music,Country & Folk,USA,USD,5000.0,5204.0,104,46,41,119,281,0,11,2,1
Taking Initiative: Animated Short Film,https://www.kickstarter.com/projects/taking-initiative/taking-initiative-animated-short-film?ref=discovery_ending_soon,Film & Video,Animation,USA,USD,1200.0,1591.0,132,51,42,107,133,0,12,2,1
Organ Fantasy: A Journey Through Final Fantasy,https://www.kickstarter.com/projects/optimusoctavius/organ-fantasy-a-journey-through-final-fantasy?ref=discovery_ending_soon,Music,Classical Music,USA,USD,6500.0,1736.0,26,31,42,98,231,1,12,1,0
"Off-Night Productions Presents: ""Proof"" by David Auburn",https://www.kickstarter.com/projects/onptheatre/off-night-productions-presents-proof-by-david-auburn?ref=discovery_ending_soon,Theater,Plays,USA,USD,5500.0,5531.0,100,31,42,87,1170,0,17,1,1
Oasis Bar & Grill,https://www.kickstarter.com/projects/indraniandkurt/oasis-bar-and-grill-0?ref=discovery_ending_soon,Food,Restaurants,USA,USD,32600.0,36010.0,110,28,42,133,2089,0,24,3,1
Ethio | Recycled Coffee Grounds Stainless Steel Tumbler,https://www.kickstarter.com/projects/ethiotumbler/ethio-recycle-coffee-grounds-stainless-steel-tumbler?ref=discovery_ending_soon,Design,Product Design,USA,USD,20000.0,366.0,1,60,57,84,266,0,32,2,0
WORLD of SLAVES,https://www.kickstarter.com/projects/worldofslaves/world-of-slaves?ref=discovery_ending_soon,none,Games,UK,GBP,10000.0,2632.0,26,60,42,119,506,0,19,1,0
Eat better for your future.,https://www.kickstarter.com/projects/diorobi/eat-better-for-your-future?ref=discovery_ending_soon,Food,Cookbooks,Hungary,GBP,20000.0,71.0,0,60,42,30,55,0,7,0,0
"""When You Wish Upon a Jenie"" - A Romantic Comedy Short Film",https://www.kickstarter.com/projects/dampgirlproductions/when-you-wish-upon-a-jenie-a-romantic-comedy-short-film?ref=discovery_ending_soon,Film & Video,Comedy,USA,USD,600.0,603.0,100,42,58,119,717,0,8,0,1
TANK FACTORY: 3D Printed Jigs and Caddy's or the .STL files,https://www.kickstarter.com/projects/jeffstuckey/tank-factory-3d-printed-jigs-and-caddys-or-the-stl-files?ref=discovery_ending_soon,Games,Gaming Hardware,USA,USD,2500.0,501.0,20,30,57,135,327,0,37,1,0
The Fae of Bitter Thorn HARDCOVERS: 4 Epic Fantasy Books,https://www.kickstarter.com/projects/kaylmoody/the-fae-of-bitter-thorn-hardcovers-4-ya-epic-fantasy-books?ref=discovery_ending_soon,Publishing,Fiction,USA,USD,1000.0,14876.0,1487,23,42,133,545,1,65,1,1
Zombies IRL,https://www.kickstarter.com/projects/enomalies/zombies-irl?ref=discovery_ending_soon,Games,Video Games,USA,USD,30000.0,21.0,0,60,58,21,596,0,19,1,0
WRITE OR WRONG: A WRITER'S GUIDE TO CREATING COMICS (2nd Ed),https://www.kickstarter.com/projects/dirkmanning/write-or-wrong-a-writers-guide-to-creating-comics-2nd-ed?ref=discovery_ending_soon,Comics,Comic Books,USA,USD,2222.0,7810.0,351,24,59,132,1001,1,24,1,1
Premium Card Sleeves,https://www.kickstarter.com/projects/thebigturtle/premium-card-sleeves?ref=discovery_ending_soon,Games,Tabletop Games,Spain,EUR,1500.0,11966.0,797,38,58,90,418,0,15,0,1
Urban Slicer Kitchen Knife Project for Futuristic Foodies,https://www.kickstarter.com/projects/urbanslicer/kitchen-knife-project-for-futuristic-foodies?ref=discovery_ending_soon,Design,Product Design,Ukraine,USD,6500.0,8836.0,135,28,58,128,438,0,47,1,1
Power Hour #2,https://www.kickstarter.com/projects/blackops/power-hour-2?ref=discovery_ending_soon,Comics,Comic Books,USA,USD,5000.0,117147.0,2342,15,58,90,336,0,88,0,1
disrupt,https://www.kickstarter.com/projects/triplemeeple/disrupt?ref=discovery_ending_soon,Games,Tabletop Games,Greece,EUR,8000.0,20572.0,257,17,58,132,434,1,54,1,1
Potion Pins 2023,https://www.kickstarter.com/projects/werewolfvdesigns/potion-pins-2023-0?ref=discovery_ending_soon,Art,Illustration,UK,GBP,400.0,1516.0,379,30,59,22,770,0,28,0,1
Make camping more interesting outdoor dining table,https://www.kickstarter.com/projects/512665884/make-camping-more-interesting-outdoor-dining-table?ref=discovery_ending_soon,none,Crafts,USA,USD,850.0,75.0,8,20,51,86,1683,0,35,0,0
CHANGE,https://www.kickstarter.com/projects/1934813543/change-3?ref=discovery_ending_soon,Comics,Graphic Novels,Spain,EUR,150.0,5809.0,3872,60,50,135,176,0,47,1,1
Vizzles 🧩 Visual Puzzles | The Wonderful Wizard Of Oz,https://www.kickstarter.com/projects/samuelmilham/vizzles-visual-puzzles-the-wonderful-wizard-of-oz?ref=discovery_ending_soon,Games,Puzzles,AU,AUD,7500.0,80525.32,1073,24,51,80,1143,0,47,1,1
BLACK BOX CHRONICLES: A new sci-fi graphic novel anthology,https://www.kickstarter.com/projects/neurobellum/black-box-chronicles-a-new-sci-fi-graphic-novel-anthology?ref=discovery_ending_soon,Comics,Graphic Novels,USA,USD,7500.0,88841.0,1184,17,60,127,626,1,54,1,1
Astral Mermaid Tarot,https://www.kickstarter.com/projects/ascensiontarot/astral-mermaid-tarot-0?ref=discovery_ending_soon,Games,Playing Cards,Canada,CAD,4500.0,5073.29,112,17,51,36,354,0,63,1,1
What a Waste!,https://www.kickstarter.com/projects/babushas/what-a-waste-0?ref=discovery_ending_soon,Games,Video Games,Spain,EUR,125.0,293.0,234,28,60,56,331,0,23,1,1
Unhappy Campers: Camping has never been so miserable!,https://www.kickstarter.com/projects/happycampergames/unhappy-campers-camping-has-never-been-so-miserable?ref=discovery_ending_soon,Games,Tabletop Games,USA,USD,5500.0,15536.0,282,45,51,113,409,0,35,0,1
World's first 60Hz Color RLCD Epaper with front-light,https://www.kickstarter.com/projects/1933467193/worlds-first-60hz-color-rlcd-epaper-with-front-light?ref=discovery_ending_soon,Technology,Hardware,Hong Kong,HKD,35000.0,801721.0,2290,30,52,125,658,0,48,3,1
Storybutton: Listen To Unlimited Content Made For Kids,https://www.kickstarter.com/projects/recesslab/storybutton-the-future-of-storytime-for-kids?ref=discovery_ending_soon,Design,Product Design,USA,USD,5000.0,72127.0,1442,31,52,114,1653,1,59,1,1
SmartBusiness: Small Business Performance Tracking Made Easy,https://www.kickstarter.com/projects/smartbusiness/smartbusiness-small-business-performance-tracking-made-easy?ref=discovery_ending_soon,Technology,Software,USA,USD,20000.0,11.0,0,30,52,99,1143,0,7,1,0
9th Circle: a Diabolical 2-5p game of Take-That Area Control,https://www.kickstarter.com/projects/2120517320/9th-circle?ref=discovery_ending_soon,Games,Tabletop Games,USA,USD,3000.0,5005.0,166,17,52,106,1719,1,27,1,1
Wishland: Dreams from America,https://www.kickstarter.com/projects/lostgamesent/wishland-dreams-from-america?ref=discovery_ending_soon,Games,Tabletop Games,Spain,EUR,15000.0,75762.0,505,31,52,112,437,1,40,1,1
Axe-A-Lot-L,https://www.kickstarter.com/projects/ctrlaltdel/axe-a-lot-l?ref=discovery_ending_soon,Games,Tabletop Games,USA,USD,13000.0,37193.0,286,30,52,71,789,0,23,1,1
Sassysaur Stickers,https://www.kickstarter.com/projects/pasitheeart/sassysaur-stickers?ref=discovery_ending_soon,Art,Digital Art,USA,USD,500.0,1.0,0,45,60,37,261,0,17,0,0
The King of Running Springs,https://www.kickstarter.com/projects/tkors/the-king-of-running-springs?ref=discovery_ending_soon,Film & Video,Narrative Film,USA,USD,550.0,637.0,115,30,60,119,303,0,7,0,1
Wardance #1,https://www.kickstarter.com/projects/maelstromwardance/wardance-1?ref=discovery_ending_soon,Comics,Comic Books,USA,USD,1000.0,36317.0,3631,21,60,109,139,0,62,0,1
Super Mario Bros Movie jumbo pin - Gold Hard Enamel pin’s,https://www.kickstarter.com/projects/mickeystrologypin/super-mario-bros-movie-jumbo-pin-gold-hard-enamel-pins?ref=discovery_ending_soon,none,Art,France,EUR,1000.0,579.0,57,34,61,110,346,0,11,0,0
The Mighty KAAW The Crowmagnon! Issue 1,https://www.kickstarter.com/projects/mrfishcomics/the-mighty-kaaw-the-crowmagnon-issue-1?ref=discovery_ending_soon,Comics,Comic Books,USA,USD,2000.0,2865.0,143,17,61,132,488,0,25,2,1
Dancing in the Dark,https://www.kickstarter.com/projects/2029156183/dancing-in-the-dark-0?ref=discovery_ending_soon,Film & Video,Drama,Canada,CAD,13000.0,476.29,3,25,61,123,960,0,14,0,0
Alsatian Cages,https://www.kickstarter.com/projects/grayhamputtock/alsatian-cages?ref=discovery_ending_soon,Comics,Graphic Novels,UK,GBP,900.0,2902.0,322,30,61,27,342,1,39,1,1
"Mörk Manual, the classic fantasy hack for Mörk Borg",https://www.kickstarter.com/projects/morkmanual/mork-manual-the-osr-fantasy-hack-for-mork-borg?ref=discovery_ending_soon,Games,Tabletop Games,USA,USD,4871.0,7405.0,152,17,61,129,628,0,25,1,1
Rose Window Ita Bag- Pastel and Goth Ita Purses,https://www.kickstarter.com/projects/andovia212/rose-window-ita-bag-pastel-and-goth-ita-purses?ref=discovery_ending_soon,Fashion,Accessories,USA,USD,4500.0,1615.0,35,32,62,121,500,0,19,0,0
Small Cargo Ship,https://www.kickstarter.com/projects/roguesculpts/small-cargo-ship?ref=discovery_ending_soon,Games,Tabletop Games,USA,USD,250.0,1134.0,453,14,61,66,223,0,35,0,1
Cryptid Enamel Pins,https://www.kickstarter.com/projects/lavatech/cryptid-enamel-pins-0?ref=discovery_ending_soon,Art,Illustration,Canada,CAD,450.0,3129.29,695,30,62,78,368,0,47,0,1
StoryCraft: The AI Writing Assistant for Your Next Novel,https://www.kickstarter.com/projects/storycraftai/storycraft-the-ai-writing-assistant-for-your-next-novel?ref=discovery_ending_soon,Technology,Apps,USA,USD,15000.0,114.0,0,30,62,122,1170,0,7,1,0
Eighth Note,https://www.kickstarter.com/projects/guitarcher/eighth-note?ref=discovery_ending_soon,Publishing,Children's Books,USA,USD,8000.0,8091.0,101,14,62,80,227,1,18,1,1
MmmPeachie LTD.CO Production,https://www.kickstarter.com/projects/mmmpeachiellc/mmmpeachie-ltdco-production?ref=discovery_ending_soon,Film & Video,Music Videos,USA,USD,10000.0,316.0,3,60,62,134,261,0,8,1,0
20 Minutes in Heaven,https://www.kickstarter.com/projects/rjn2244/20-minutes-in-heaven?ref=discovery_ending_soon,Film & Video,Shorts,AU,AUD,7000.0,4936.32,70,44,62,85,454,0,15,1,0
🐼 🐼 Handpainted ORIGINAL Watercolor - COMIC PANDAS! 🎨,https://www.kickstarter.com/projects/make100-angelcomics/handpainted-original-watercolor-comic-pandas?ref=discovery_ending_soon,Art,Painting,Germany,EUR,100.0,1743.0,1743,30,62,119,484,0,27,1,1
"ZebraOasis Hemp Shoes, Comfort Meets Sustainability",https://www.kickstarter.com/projects/zebraoasis/zebraoasis?ref=discovery_ending_soon,Fashion,Footwear,Hong Kong,HKD,10000.0,222069.0,2220,45,63,79,1055,1,64,2,1
Sure Shot,https://www.kickstarter.com/projects/sureshot2390/sure-shot-1?ref=discovery_ending_soon,Games,Live Games,USA,USD,16500.0,142.0,0,45,62,95,172,0,13,2,0
Colorpedia Volume 3,https://www.kickstarter.com/projects/renderwave/colorpedia-volume-3?ref=discovery_ending_soon,Art,Digital Art,Canada,CAD,1000.0,168745.29,16874,24,63,86,821,1,99,5,1
NYOBI COSPLAY EDITIONS,https://www.kickstarter.com/projects/nyobi/nyobi-cosplay-editions?ref=discovery_ending_soon,Comics,Comic Books,Canada,CAD,5000.0,7108.29,142,30,63,133,86,0,56,0,1
Salmon Slap!,https://www.kickstarter.com/projects/luckyhodgepodge/salmon-slap?ref=discovery_ending_soon,Art,Illustration,USA,USD,800.0,806.0,100,32,64,97,843,0,18,0,1
Underland #2 and KillCam: Space Cowgirls #1,https://www.kickstarter.com/projects/the-listener/underland-2-and-killcam-space-cowgirls-1?ref=discovery_ending_soon,Comics,Comic Books,USA,USD,1000.0,7749.0,774,20,63,116,311,0,84,0,1
1937: Writing tools crafted from WWII Battleship Decking.,https://www.kickstarter.com/projects/allegorypens/1937-writing-tools-crafted-from-wwii-battleship-decking?ref=discovery_ending_soon,Design,Product Design,USA,USD,5000.0,186013.0,3720,31,64,132,1247,1,48,1,1
Notizbuch und 5e Charakterbogen für Spielende,https://www.kickstarter.com/projects/5echarakternotizbuch/notizbuch-und-5e-charakterbogen-fur-spieler?ref=discovery_ending_soon,Games,Tabletop Games,Germany,EUR,500.0,300.0,60,28,3,110,592,0,15,0,0
Korean Folktales: Four Feminist Retellings,https://www.kickstarter.com/projects/alphasisters/korean-folktales-four-feminist-retellings?ref=discovery_ending_soon,Publishing,Translations,USA,USD,3000.0,7248.0,241,21,3,96,338,1,16,0,1
ONLY YOU CAN HELP BRING MEGALITH TO COMIC STORES!,https://www.kickstarter.com/projects/stopbadidea/only-you-can-help-bring-megalith-to-comic-stores?ref=discovery_ending_soon,Comics,Graphic Novels,USA,USD,10000.0,360258.66,3602,30,3,107,516,1,68,1,1
Molestation to Man: the rise and fall of a hero,https://www.kickstarter.com/projects/gavingeddes/molestation-to-man-the-rise-and-fall-of-a-hero?ref=discovery_ending_soon,Publishing,Nonfiction,UK,GBP,1500.0,11.0,0,30,3,121,182,0,10,1,0
MemKeeper: Backup and Charge Your Device In One,https://www.kickstarter.com/projects/1412691674/memkeeper-back-up-and-charge-your-phone-in-one?ref=discovery_ending_soon,Design,Product Design,USA,USD,5000.0,121094.0,2421,44,3,92,689,0,57,1,1
How the Firefly Got Its Glow,https://www.kickstarter.com/projects/michaelyakutis/how-the-firefly-got-its-glow?ref=discovery_ending_soon,Publishing,Children's Books,USA,USD,7777.0,1142.0,14,30,3,60,237,0,33,1,0
Shelley: A Gothic Love Story,https://www.kickstarter.com/projects/ashes/shelley-a-gothic-love-story?ref=discovery_ending_soon,Film & Video,Animation,USA,USD,4900.0,5397.0,110,30,3,110,152,0,17,1,1
Tarwater: Making Flannery O'Connor's Stories into Songs,https://www.kickstarter.com/projects/colincutlermusic/tarwater-making-flannery-oconnors-stories-into-songs?ref=discovery_ending_soon,Music,Country & Folk,USA,USD,11000.0,5056.43,45,31,3,130,1792,0,8,1,0
Call of the Elements Series - Special Edition Hard Covers,https://www.kickstarter.com/projects/calloftheelements/call-of-the-elements-series-special-edition-hard-covers?ref=discovery_ending_soon,Publishing,Young Adult,USA,USD,850.0,1339.0,157,19,3,126,767,0,40,0,1
